UNITID,EFALEVEL,EFTOTLT,EFTOTLM,EFTOTLW
461698,1,116,94,22
461704,1,176,15,161
461713,1,37,2,35
461722,1,71,2,69
461731,1,39,0,39
461740,1,28,23,5
461759,1,124,61,63
461768,1,128,2,126
461777,1,41,13,28
461786,1,51,2,49
461795,1,378,235,143
461801,1,51,5,46
461810,1,59,10,49
461829,1,221,24,197
461838,1,139,2,137
461847,1,33,33,0
461856,1,272,117,155
461865,1,78,9,69
461874,1,66,10,56
461883,1,112,47,65
461892,1,151,12,139
461908,1,113,4,109
461917,1,174,9,165
461926,1,120,4,116
461935,1,28,1,27
461944,1,74,3,71
461953,1,92,12,80
461962,1,462,217,245
461971,1,66,3,63
461980,1,228,9,219
461999,1,34,0,34
462008,1,255,19,236
462017,1,68,0,68
462026,1,13,0,13
462035,1,65,12,53
462044,1,46,9,37
462053,1,86,4,82
462062,1,83,2,81
462071,1,239,13,226
462266,1,79,27,52
462309,1,110,7,103
462318,1,115,70,45
462327,1,78,37,41
462336,1,35,2,33
462345,1,162,0,162
462354,1,263,145,118
462363,1,168,123,45
462372,1,313,257,56
462390,1,66,15,51
462406,1,31,11,20
465812,1,1280,353,927
466152,1,251,48,203
466161,1,139,37,102
466170,1,360,83,277
466189,1,262,97,165
466514,1,269,37,232
466523,1,70,8,62
466921,1,488,53,435
466930,1,258,33,225
467058,1,169,140,29
467094,1,272,9,263
467155,1,705,83,622
467340,1,144,140,4
467368,1,301,34,267
467508,1,89,5,84
467517,1,86,1,85
467526,1,68,1,67
467535,1,128,7,121
467544,1,41,1,40
467553,1,52,4,48
467562,1,65,5,60
467571,1,80,6,74
467580,1,37,2,35
467599,1,86,5,81
467605,1,90,5,85
467614,1,75,4,71
467623,1,70,3,67
467632,1,119,8,111
467641,1,146,4,142
467650,1,58,3,55
467669,1,83,5,78
467678,1,89,6,83
467784,1,634,81,553
467793,1,142,37,105
467809,1,98,5,93
467863,1,179,9,170
467872,1,196,7,189
467881,1,545,69,476
467906,1,175,9,166
468006,1,80,28,52
468015,1,346,191,155
468024,1,503,99,404
468246,1,224,19,205
468255,1,152,7,145
468398,1,203,104,99
468705,1,194,8,186
468723,1,920,276,644
468732,1,380,71,309
468769,1,97,30,67
468866,1,65,4,61
468875,1,205,5,200
468893,1,123,1,122
468963,1,219,208,11
469054,1,520,80,440
469124,1,453,130,323
469133,1,326,77,249
469142,1,459,98,361
469151,1,191,45,146
469160,1,248,60,188
469188,1,50,9,41
469197,1,140,4,136
469391,1,2,0,2
469407,1,270,100,170
469416,1,274,96,178
469568,1,105,12,93
469586,1,45,9,36
469610,1,823,56,767
469629,1,182,159,23
469638,1,313,177,136
469647,1,229,27,202
469911,1,78,6,72
469920,1,92,9,83
469957,1,175,15,160
469975,1,99,22,77
469993,1,19,0,19
470047,1,28,13,15
470092,1,535,283,252
470162,1,954,221,733
470223,1,23,2,21
470296,1,23,3,20
470302,1,92,42,50
470393,1,84,5,79
470852,1,66,57,9
470861,1,262,214,48
470870,1,159,141,18
470889,1,377,282,95
470898,1,231,167,64
470904,1,216,168,48
474702,1,98,38,60
474863,1,726,188,538
474881,1,147,117,30
474890,1,451,146,305
474906,1,95,27,68
474915,1,233,14,219
474924,1,172,7,165
474933,1,67,7,60
474942,1,122,5,117
474951,1,1094,280,814
474960,1,91,21,70
474979,1,136,36,100
474997,1,350,169,181
475015,1,213,6,207
475024,1,270,118,152
475033,1,721,219,502
475042,1,355,75,280
475051,1,17,1,16
475060,1,350,76,274
475079,1,237,28,209
475097,1,124,64,60
475121,1,11143,2425,8718
475130,1,192,17,175
475176,1,393,101,292
475185,1,108,58,50
475194,1,297,19,278
475200,1,313,93,220
475228,1,107,53,54
475255,1,81,51,30
475273,1,1763,404,1359
475282,1,94,16,78
475291,1,144,38,106
475325,1,402,68,334
475352,1,620,89,531
475370,1,741,143,598
475389,1,42,0,42
475404,1,80,2,78
475413,1,45,1,44
475422,1,119,11,108
475431,1,11,1,10
475440,1,9,8,1
475459,1,428,167,261
475468,1,135,12,123
475477,1,126,36,90
475486,1,237,14,223
475495,1,461,173,288
475501,1,51,42,9
475510,1,73,5,68
475529,1,57,5,52
475538,1,65,3,62
475547,1,110,5,105
475556,1,147,8,139
475565,1,493,205,288
475574,1,62,49,13
475583,1,111,22,89
475592,1,121,22,99
475608,1,323,238,85
475617,1,602,85,517
475626,1,37,2,35
475635,1,21,4,17
475644,1,24,3,21
475653,1,21,1,20
475662,1,103,3,100
475680,1,18,4,14
475699,1,313,32,281
475705,1,12,3,9
475714,1,343,269,74
475732,1,613,50,563
475741,1,159,19,140
475750,1,308,18,290
475811,1,104,58,46
475839,1,70,26,44
475866,1,264,25,239
475875,1,154,47,107
475884,1,142,64,78
476063,1,176,174,2
476090,1,53,1,52
476106,1,29,1,28
476115,1,17,0,17
476124,1,12,1,11
476133,1,138,8,130
476142,1,29,0,29
476151,1,23,3,20
476160,1,46,4,42
476179,1,181,6,175
476203,1,31,7,24
476230,1,84,11,73
476294,1,107,7,100
476319,1,31,6,25
476328,1,514,98,416
476337,1,134,133,1
476346,1,310,80,230
476355,1,97,59,38
476373,1,9,3,6
476382,1,259,35,224
476391,1,191,18,173
476470,1,356,160,196
476489,1,16,14,2
476498,1,100,68,32
476504,1,301,49,252
476513,1,60,2,58
476522,1,205,19,186
476531,1,39,23,16
476540,1,118,18,100
476559,1,137,11,126
476568,1,18,14,4
476577,1,80,31,49
476586,1,75,0,75
476595,1,65,16,49
476601,1,49,49,0
476610,1,75,65,10
476629,1,116,4,112
476638,1,21,1,20
476656,1,9,2,7
476674,1,65,5,60
476683,1,188,9,179
476692,1,23,23,0
476708,1,101,74,27
476717,1,298,298,0
476726,1,223,47,176
476735,1,29,1,28
476744,1,48,2,46
476753,1,118,6,112
476762,1,61,3,58
476771,1,24,19,5
476780,1,122,24,98
476799,1,73,13,60
476805,1,65,0,65
476814,1,152,133,19
476823,1,46,2,44
476832,1,41,1,40
476841,1,211,24,187
476850,1,91,64,27
476869,1,193,6,187
476878,1,79,1,78
476887,1,133,0,133
476896,1,99,8,91
476902,1,36,4,32
476911,1,225,204,21
476939,1,87,9,78
476948,1,218,194,24
476957,1,20,0,20
476966,1,233,219,14
476975,1,7402,3552,3850
476984,1,157,9,148
476993,1,130,0,130
477002,1,55,1,54
477011,1,135,61,74
477020,1,222,92,130
477039,1,320,42,278
477950,1,168,63,105
477996,1,227,75,152
478005,1,161,49,112
478014,1,189,47,142
478582,1,164,10,154
478591,1,151,4,147
478616,1,111,5,106
478625,1,203,77,126
478634,1,269,115,154
478643,1,28,24,4
478661,1,214,23,191
478917,1,63,0,63
478953,1,216,11,205
479053,1,102,14,88
479062,1,10,10,0
479123,1,19,1,18
479248,1,147,55,92
479424,1,88,12,76
479549,1,559,458,101
479558,1,312,270,42
479567,1,50,40,10
479576,1,51,48,3
479585,1,143,116,27
479594,1,274,183,91
479600,1,191,164,27
479619,1,72,42,30
479628,1,337,250,87
479637,1,155,115,40
479646,1,171,137,34
479655,1,202,132,70
479664,1,61,56,5
479770,1,139,66,73
479956,1,9631,4937,4694
479965,1,77,20,57
479974,1,61,24,37
479983,1,49,2,47
479992,1,14,12,2
480000,1,56,49,7
480019,1,241,229,12
480028,1,38,31,7
480037,1,496,451,45
480064,1,396,72,324
480073,1,156,66,90
480082,1,254,48,206
480091,1,2140,281,1859
480107,1,458,29,429
480125,1,170,7,163
480134,1,440,149,291
480143,1,203,28,175
480152,1,269,46,223
480161,1,9,1,8
480170,1,86,1,85
480189,1,1032,356,676
480198,1,918,290,628
480204,1,334,70,264
480301,1,84,35,49
480310,1,194,6,188
480329,1,570,59,511
480338,1,406,54,352
480347,1,70,4,66
480356,1,34,19,15
480444,1,144,84,60
480480,1,89,18,71
480514,1,493,207,286
480523,1,94,2,92
480532,1,136,5,131
480550,1,128,10,118
480569,1,3466,1446,2020
480657,1,135,31,104
480693,1,45,20,25
480718,1,103,80,23
480727,1,66,58,8
480736,1,16,7,9
480754,1,28,26,2
480781,1,317,228,89
480790,1,624,349,275
480815,1,468,84,384
480824,1,134,31,103
480833,1,208,37,171
480842,1,23,3,20
480879,1,26,6,20
480888,1,217,93,124
480897,1,131,90,41
480903,1,259,246,13
480912,1,10,4,6
480930,1,121,8,113
480967,1,191,76,115
480976,1,48,4,44
480985,1,157,1,156
480994,1,59,2,57
481003,1,62,51,11
481021,1,59,37,22
481030,1,29,19,10
481049,1,11,1,10
481058,1,136,56,80
481067,1,31,21,10
481076,1,9,4,5
481085,1,233,27,206
481094,1,136,16,120
481100,1,40,7,33
481119,1,180,26,154
481128,1,114,16,98
481137,1,59,33,26
481146,1,100,9,91
481155,1,127,75,52
481164,1,106,73,33
481173,1,35,24,11
481182,1,59,11,48
481191,1,386,101,285
481207,1,55,22,33
481225,1,29,19,10
481234,1,211,97,114
481243,1,80,1,79
481252,1,8,1,7
481261,1,17,0,17
481270,1,13,2,11
481289,1,52,8,44
481298,1,57,0,57
481304,1,97,3,94
481313,1,34,4,30
481322,1,35,2,33
481331,1,56,48,8
481340,1,69,1,68
481359,1,45,2,43
481368,1,17,1,16
481377,1,25,21,4
481386,1,45,5,40
481395,1,30,0,30
481401,1,114,86,28
481410,1,70,70,0
481429,1,165,21,144
481438,1,64,64,0
481447,1,53,7,46
481456,1,28,3,25
481465,1,31,2,29
481474,1,36,0,36
481483,1,200,3,197
481492,1,22,2,20
481508,1,131,6,125
481517,1,49,2,47
481526,1,96,1,95
481535,1,32,14,18
481544,1,75,41,34
481553,1,96,46,50
481562,1,54,3,51
481571,1,6,1,5
481580,1,94,33,61
481599,1,156,14,142
481614,1,165,129,36
481623,1,170,146,24
481632,1,376,32,344
481669,1,125,118,7
481678,1,79,3,76
481720,1,249,60,189
481739,1,68,1,67
481748,1,196,9,187
481766,1,161,5,156
481775,1,167,33,134
481784,1,9,0,9
481827,1,54,30,24
481845,1,133,7,126
481854,1,401,53,348
481863,1,115,2,113
481890,1,25,2,23
481906,1,66,7,59
481915,1,73,33,40
481942,1,350,84,266
481960,1,118,22,96
481988,1,402,331,71
482015,1,279,94,185
482024,1,54,16,38
482033,1,112,3,109
482060,1,148,7,141
482097,1,228,137,91
482103,1,57,13,44
482149,1,8468,3120,5348
482158,1,7989,3251,4738
482167,1,34,0,34
482176,1,111,10,101
482185,1,43,32,11
482194,1,85,5,80
482200,1,20,0,20
482228,1,108,68,40
482246,1,25,22,3
482255,1,42,39,3
482264,1,323,118,205
482273,1,196,123,73
482307,1,120,46,74
482316,1,158,54,104
482325,1,173,35,138
482334,1,197,58,139
482343,1,149,44,105
482352,1,90,25,65
482361,1,282,63,219
482370,1,198,37,161
482389,1,46,18,28
482398,1,415,181,234
482413,1,2127,1336,791
482422,1,1565,1022,543
482431,1,9156,5503,3653
482440,1,1116,679,437
482459,1,3252,1872,1380
482468,1,3731,1616,2115
482477,1,26851,12381,14470
482486,1,467,225,242
482495,1,78,43,35
482501,1,137,62,75
482510,1,304,136,168
482529,1,466,250,216
482538,1,1130,629,501
482547,1,440,243,197
482556,1,1725,1178,547
482565,1,737,310,427
482574,1,3578,1870,1708
482583,1,184,95,89
482592,1,149,94,55
482608,1,1481,830,651
482617,1,452,198,254
482635,1,3382,1910,1472
482644,1,150,106,44
482653,1,1328,824,504
482662,1,673,406,267
482671,1,304,151,153
482680,1,15455,6775,8680
482699,1,2579,995,1584
482705,1,8479,3604,4875
482857,1,5418,2485,2933
482954,1,308,107,201
482963,1,140,32,108
482990,1,162,33,129
483009,1,73,15,58
483018,1,186,68,118
483036,1,2404,893,1511
483045,1,7796,3028,4768
483054,1,35,31,4
483106,1,101,3,98
483124,1,10268,3679,6589
483212,1,3949,1519,2430
100654,2,4051,1969,2082
100663,2,11502,4780,6722
100690,2,322,126,196
100706,2,5696,3177,2519
100724,2,5356,2188,3168
100751,2,29440,13556,15884
100760,2,1906,738,1168
100812,2,3170,1107,2063
100830,2,4322,1645,2677
100858,2,19799,10108,9691
100937,2,1188,643,545
101028,2,1837,680,1157
101073,2,600,349,251
101116,2,599,160,439
101143,2,2333,1336,997
111461,2,18508,9658,8850
111513,2,167,4,163
111638,2,606,128,478
111708,2,267,224,43
111717,2,345,173,172
111726,2,234,151,83
111744,2,103,100,3
111762,2,88,45,43
111771,2,104,67,37
111799,2,65,18,47
111887,2,21404,9717,11687
111896,2,4523,1631,2892
111920,2,13142,6108,7034
111939,2,19211,8135,11076
111948,2,6005,2473,3532
111966,2,85,42,43
112075,2,1944,735,1209
112084,2,892,422,470
112172,2,12920,6026,6894
112181,2,96,4,92
112190,2,26706,12917,13789
112260,2,1316,678,638
112288,2,354,44,310
112367,2,608,53,555
112385,2,10378,5709,4669
112394,2,462,349,113
112446,2,532,489,43
112455,2,40,3,37
112561,2,2626,1153,1473
112570,2,314,210,104
112686,2,7693,2762,4931
112783,2,268,120,148
112826,2,6865,2853,4012
113096,2,13949,6173,7776
101161,2,4362,1593,2769
101189,2,2617,962,1655
101240,2,5797,2364,3433
101277,2,89,1,88
101286,2,4686,1590,3096
101295,2,5281,1998,3283
101301,2,1745,590,1155
101365,2,320,100,220
101435,2,1110,553,557
101453,2,69,58,11
101462,2,1383,642,741
101471,2,513,385,128
101480,2,7588,3207,4381
101499,2,1091,460,631
101505,2,8542,3328,5214
101514,2,11186,4886,6300
101541,2,347,16,331
101569,2,3028,1233,1795
101587,2,1999,857,1142
101602,2,1570,606,964
101648,2,418,340,78
101675,2,1666,874,792
101693,2,1481,489,992
101709,2,2618,890,1728
101736,2,3854,1667,2187
101879,2,5881,2504,3377
101897,2,2834,1113,1721
101912,2,1861,791,1070
101949,2,1349,522,827
101958,2,102,4,98
101994,2,517,196,321
102030,2,3896,1570,2326
102049,2,3013,1047,1966
102058,2,582,320,262
102067,2,5068,2209,2859
102076,2,2295,907,1388
102094,2,11307,4896,6411
102234,2,1292,520,772
102261,2,161,94,67
102270,2,863,443,420
102298,2,932,440,492
102313,2,1351,673,678
102368,2,16316,6221,10095
102377,2,2584,1093,1491
102395,2,95,79,16
102429,2,3490,1265,2225
102553,2,16380,6762,9618
102580,2,42,22,20
102614,2,7989,3411,4578
102632,2,2645,945,1700
102669,2,387,132,255
102711,2,1347,1032,315
102845,2,2191,611,1580
103361,2,471,182,289
103501,2,335,60,275
103644,2,2761,742,2019
103723,2,254,189,65
103732,2,43,8,35
103741,2,175,10,165
103778,2,2,2,0
103787,2,79,34,45
103811,2,278,250,28
103893,2,676,111,565
103909,2,691,128,563
103927,2,440,93,347
103945,2,209,53,156
103954,2,47,2,45
103963,2,505,481,24
104090,2,828,157,671
104151,2,38730,21588,17142
104160,2,8000,3459,4541
104179,2,31670,15111,16559
104188,2,216,100,116
104294,2,226,20,206
104346,2,6445,2377,4068
104364,2,684,288,396
104391,2,83,8,75
104425,2,4453,2085,2368
104434,2,53,1,52
104443,2,113,15,98
104504,2,143,38,105
104568,2,273,10,263
104577,2,6602,2945,3657
104586,2,1879,1485,394
104665,2,2,2,0
104708,2,20872,9673,11199
104717,2,35205,8628,26577
104805,2,2238,429,1809
104911,2,210,11,199
105118,2,93,21,72
105145,2,6440,3180,3260
105154,2,23678,11519,12159
105163,2,409,353,56
105172,2,498,428,70
105206,2,5227,1894,3333
105215,2,2049,1948,101
105297,2,1466,467,999
105330,2,22160,9343,12817
105349,2,3233,1284,1949
105367,2,345,108,237
105428,2,12676,4965,7711
105482,2,87,28,59
105516,2,3099,1431,1668
105525,2,30082,14119,15963
105534,2,1726,441,1285
105543,2,930,165,765
105589,2,545,244,301
105659,2,621,609,12
105668,2,21472,8163,13309
105677,2,39,38,1
105701,2,64,2,62
105747,2,10313,4803,5510
105792,2,4718,1868,2850
105899,2,635,317,318
105987,2,284,132,152
106041,2,2337,2267,70
106102,2,1497,524,973
106111,2,172,15,157
106148,2,8197,3582,4615
106245,2,9970,4135,5835
106263,2,791,149,642
106281,2,32,8,24
106306,2,1027,650,377
106315,2,37,8,29
106324,2,46,1,45
106342,2,592,271,321
106351,2,134,77,57
106360,2,50,6,44
106397,2,21009,10347,10662
106412,2,2521,1149,1372
106449,2,4380,1874,2506
106458,2,10098,4279,5819
106467,2,10482,4789,5693
106485,2,3706,1538,2168
106494,2,64,3,61
106546,2,918,96,822
106625,2,2248,815,1433
106704,2,9754,4084,5670
106713,2,827,422,405
106795,2,1597,526,1071
106810,2,200,110,90
106829,2,286,171,115
106883,2,1386,471,915
106892,2,302,9,293
106908,2,482,29,453
106980,2,3246,1200,2046
106999,2,1353,435,918
107044,2,4428,2057,2371
107071,2,3199,1410,1789
107080,2,1431,644,787
107099,2,43,1,42
107123,2,76,10,66
107141,2,2080,920,1160
107211,2,27,5,22
107220,2,364,18,346
107275,2,15,0,15
107293,2,75,1,74
107318,2,1793,678,1115
107327,2,1425,515,910
107363,2,65,6,59
107442,2,79,47,32
107460,2,2167,903,1264
107488,2,252,152,100
107512,2,1543,726,817
107521,2,1501,550,951
107549,2,1489,478,1011
107558,2,585,283,302
107585,2,2149,907,1242
107600,2,556,187,369
107619,2,2029,711,1318
107637,2,1601,525,1076
107655,2,50,0,50
107664,2,10527,3776,6751
107725,2,1460,478,982
107743,2,957,322,635
107789,2,96,8,88
107831,2,104,5,99
107840,2,330,90,240
107877,2,574,219,355
107974,2,1632,437,1195
107983,2,2960,1236,1724
107992,2,1730,852,878
108065,2,25,0,25
108092,2,7170,3141,4029
108232,2,10508,4612,5896
108250,2,510,405,105
108348,2,44,22,22
108649,2,186,4,182
108667,2,5799,2637,3162
108807,2,10885,5215,5670
108852,2,258,114,144
108977,2,45,9,36
109040,2,1770,390,1380
109208,2,29701,13643,16058
109332,2,170,19,151
109350,2,14262,5815,8447
109651,2,1767,880,887
109721,2,404,176,228
109730,2,110,88,22
109785,2,6543,2387,4156
109819,2,17770,7796,9974
109907,2,3211,1285,1926
109934,2,185,11,174
110060,2,259,147,112
110097,2,4331,1641,2690
110185,2,492,289,203
110194,2,45,45,0
110219,2,879,214,665
110246,2,12163,5807,6356
110316,2,75,20,55
110334,2,13666,6589,7077
110361,2,5797,2105,3692
110370,2,1502,569,933
110404,2,977,619,358
110413,2,2888,1302,1586
110422,2,18739,10263,8476
110468,2,917,402,515
110486,2,7350,2902,4448
110495,2,7754,2782,4972
110510,2,16191,6290,9901
110529,2,20952,11861,9091
110538,2,15290,7348,7942
110547,2,12481,4496,7985
110556,2,20295,8754,11541
110565,2,33116,14750,18366
110574,2,12146,4703,7443
110583,2,30593,13270,17323
110592,2,19589,8073,11516
110608,2,33771,15359,18412
110617,2,26094,11333,14761
110635,2,25951,12490,13461
110644,2,26533,11580,14953
110653,2,23530,10752,12778
110662,2,28674,12825,15849
110671,2,18621,9106,9515
110680,2,23805,12270,11535
110705,2,19362,9237,10125
110714,2,15695,7342,8353
110778,2,20,4,16
110875,2,114,6,108
110918,2,30,19,11
110945,2,762,340,422
111009,2,489,275,214
111054,2,219,10,209
111081,2,995,466,529
111188,2,1045,896,149
111434,2,6620,2469,4151
113111,2,5697,2705,2992
113193,2,9256,4530,4726
113218,2,8859,4183,4676
113236,2,15881,7164,8717
113333,2,23261,12003,11258
113397,2,1330,52,1278
113449,2,229,78,151
113537,2,14,8,6
113573,2,9259,4269,4990
113582,2,181,11,170
113634,2,20286,9755,10531
113698,2,1603,414,1189
113856,2,36606,19253,17353
113908,2,566,50,516
113980,2,23996,11672,12324
114044,2,205,18,187
114071,2,397,19,378
114080,2,254,9,245
114123,2,419,88,331
114266,2,9211,4228,4983
114354,2,3459,382,3077
114390,2,637,43,594
114415,2,214,24,190
114433,2,1782,943,839
114460,2,246,12,234
114628,2,47,9,38
114716,2,14814,7408,7406
114761,2,83,1,82
114789,2,21344,9930,11414
114813,2,2586,826,1760
114859,2,24301,11864,12437
114938,2,5834,2774,3060
114947,2,192,100,92
115001,2,15744,7124,8620
115010,2,293,75,218
115083,2,475,220,255
115126,2,12717,5997,6720
115296,2,18618,8259,10359
115357,2,30,2,28
115393,2,9439,4890,4549
115409,2,807,432,375
115454,2,1150,336,814
115472,2,1791,549,1242
115490,2,1671,598,1073
115515,2,1074,418,656
115533,2,1503,414,1089
115658,2,126,9,117
115728,2,888,274,614
115755,2,7767,3624,4143
115773,2,757,162,595
115861,2,7701,3210,4491
115931,2,173,120,53
116226,2,295,26,269
116350,2,268,32,236
116439,2,13362,6613,6749
116466,2,1209,1079,130
116475,2,534,442,92
116484,2,823,698,125
116563,2,184,8,176
116712,2,279,85,194
116846,2,112,56,56
117052,2,13807,5932,7875
117104,2,577,289,288
117113,2,1869,1048,821
117140,2,5216,2206,3010
117168,2,514,208,306
117195,2,2426,1059,1367
117238,2,93,18,75
117247,2,11362,5260,6102
117274,2,2494,1843,651
117557,2,116,41,75
117575,2,69,54,15
117627,2,2105,892,1213
117636,2,1260,374,886
117645,2,24020,10893,13127
117672,2,404,130,274
117690,2,10098,4161,5937
117706,2,20080,9407,10673
117715,2,7864,2427,5437
117724,2,13879,7313,6566
117733,2,18762,8086,10676
117751,2,1112,589,523
117788,2,19635,8680,10955
117803,2,185,41,144
117867,2,8990,3602,5388
117894,2,8525,3914,4611
117928,2,1304,704,600
117946,2,6205,2675,3530
117955,2,186,7,179
118116,2,67,3,64
118125,2,36,1,35
118134,2,67,2,65
118143,2,56,5,51
118161,2,126,2,124
118189,2,138,5,133
118198,2,594,167,427
118259,2,547,81,466
118277,2,1354,334,1020
118286,2,896,242,654
118347,2,6077,2574,3503
118356,2,2405,177,2228
118541,2,1033,463,570
118684,2,3729,1513,2216
118693,2,745,462,283
118718,2,10205,4436,5769
118772,2,5887,2098,3789
118888,2,985,0,985
118912,2,14537,6364,8173
118921,2,616,49,567
118930,2,9130,4083,5047
118958,2,48,6,42
118967,2,792,368,424
118976,2,17084,7383,9701
118994,2,76,74,2
119058,2,22,18,4
119067,2,9519,4935,4584
119137,2,14206,6875,7331
119164,2,28481,13874,14607
119173,2,2625,168,2457
119216,2,14170,6057,8113
119234,2,105,54,51
119270,2,1204,978,226
119331,2,6308,2762,3546
119340,2,267,51,216
119359,2,696,174,522
119368,2,232,59,173
119438,2,172,22,150
119456,2,494,74,420
119465,2,561,139,422
119508,2,747,329,418
119544,2,509,133,376
119553,2,764,265,499
119605,2,10074,4361,5713
119775,2,375,278,97
119845,2,153,3,150
119951,2,275,7,268
120069,2,280,34,246
120078,2,550,93,457
120087,2,193,36,157
120166,2,183,115,68
120184,2,1213,405,808
120254,2,2128,930,1198
120272,2,70,6,64
120290,2,10310,5191,5119
120342,2,21886,11344,10542
120403,2,1032,366,666
120421,2,6939,3167,3772
120537,2,925,416,509
120661,2,895,265,630
120698,2,191,63,128
120768,2,415,29,386
120838,2,14,10,4
120865,2,1645,724,921
120883,2,3877,1859,2018
120953,2,3253,2494,759
120971,2,24665,13773,10892
121017,2,99,4,95
121044,2,25268,12172,13096
121150,2,3538,1463,2075
121257,2,1081,433,648
121275,2,370,272,98
121309,2,2556,957,1599
121345,2,1610,773,837
121363,2,3810,1486,2324
121381,2,571,253,318
121433,2,108,7,101
121619,2,28598,18484,10114
121637,2,71,3,68
121691,2,3607,1615,1992
121707,2,4938,2170,2768
121859,2,228,9,219
121868,2,129,3,126
121886,2,16548,8911,7637
121901,2,18165,8017,10148
121983,2,171,48,123
121992,2,210,42,168
122117,2,9,2,7
122180,2,23509,10309,13200
122205,2,20871,9593,11278
122250,2,3,3,0
122296,2,589,91,498
122339,2,16310,7722,8588
122366,2,230,224,6
122375,2,24251,11692,12559
122384,2,11891,6587,5304
122409,2,27099,12246,14853
122436,2,5665,2548,3117
122454,2,478,206,272
122506,2,174,88,86
122597,2,26156,11350,14806
122612,2,6392,2434,3958
122658,2,17629,7543,10086
122685,2,1616,361,1255
122694,2,642,180,462
122728,2,1047,420,627
122746,2,9446,4244,5202
122755,2,25862,13208,12654
122791,2,9377,4818,4559
122834,2,543,173,370
122843,2,661,333,328
